pair_speaker,from_ts,to_ts,words,is_present,window
ch33,1404.2075,1407.2075,so the wildlife park,false,1059
ch33,1405.7165,1408.7165,shall we see if they've got any toucans there?,false,1959
ch33,1408.0915,1411.0915,is that a good idea?,false,1175
ch33,1409.7055,1412.7055,yeah and leopards,false,1125
ch33,1411.065,1414.065,and what was the other animals?,false,1500
ch33,1416.325,1419.325,a toucan,false,462
ch33,1416.9575,1419.9575,yeah we said the toucan,false,803
ch33,1417.907,1420.907,what other animals were there?,false,1096
ch33,1422.0665000000001,1425.0665000000001,yes,false,1337
ch33,1430.5095000000001,1433.5095000000001,oh,false,455
ch33,1431.3105,1434.3105,what when we go on holiday,false,1147
ch33,1432.8805,1435.8805,yes,false,1167
ch33,1433.997,1436.997,good thinking <name>,false,886
ch33,1435.4850000000001,1438.4850000000001,we'll see if we can find one there won't we?,false,2090
ch33,1441.1795,1444.1795,yeah and what else,false,1339
ch33,1442.138,1445.138,oh,false,80
ch33,1442.643,1445.643,antelope,false,930
ch33,1447.2645,1450.2645,we can see a rural life,false,849
ch33,1448.6635,1451.6635,would they have a dog there?,false,1293
ch33,1451.018,1454.018,no,false,1362
ch33,1452.31,1455.31,where will we see dogs?,false,1222
ch33,1457.2135,1460.2135,maybe someone else's house's got a dog,false,2023
ch33,1477.7375,1480.7375,and we see dogs at the park as well don't we?,false,2053
ch33,1480.354,1483.354,do you remember when we saw <name>'s dog at the park?,false,1866
ch33,1483.3775,1486.3775,yeah we went to help walk her didn't we?,false,1907
ch33,1485.768,1488.768,i can't remember what her dog's name was now can you?,false,1876
ch33,1487.8815,1490.8815,no,false,379
ch33,1488.983,1491.983,nice though wasn't she?,false,1102
ch33,1490.5245,1493.5245,she nice dog,false,587
ch33,1501.1455,1504.1455,then you could tell her then,false,869
ch33,1503.0625,1506.0625,and you'll definitely see her next week,false,1331
ch33,1505.49,1508.49,and what about all the horse?,false,1746
ch33,1507.4355,1510.4355,ah,false,381
ch33,1508.116,1511.116,did you like the horse?,false,980
ch33,1510.3745000000001,1513.3745000000001,who really likes horses?,false,1449
ch33,1512.5235,1515.5235,do you know?,false,453
ch33,1514.104,1517.104,you like them,false,508
ch33,1514.9125000000001,1517.9125000000001,<name> likes them too doesn't he?,false,1109
ch33,1517.797,1520.797,and we saw,false,510
ch33,1523.742,1526.742,what was that one called?,false,928
ch33,1525.694,1528.694,do you remember it's <name>,false,1162
ch33,1526.7505,1529.7505,woo,false,951
ch33,1527.6595,1530.6595,<name>,false,647
ch33,1529.888,1532.888,oh,true,428
ch33,1530.883,1533.883,i think these are just pretend,true,1562
ch33,1532.2705,1535.2705,woo,true,1111
ch33,1533.462,1536.462,look at that one,true,1272
ch33,1535.415,1538.415,oh,true,1368
ch33,1538.118,1541.118,it is rosy isn't it?,true,1342
ch33,1539.6145000000001,1542.6145000000001,all these are different <name>,true,1651
ch33,1542.0065,1545.0065,wow,true,1647
ch33,1543.681,1546.681,look at these,true,1702
ch33,1545.897,1548.897,no what's that?,true,1238
ch33,1547.8075000000001,1550.8075000000001,yeah what's this one?,true,881
ch33,1549.5805,1552.5805,yeah you do,true,567
ch33,1550.52,1553.52,we've had those in the fruit bowl before,true,1312
ch33,1551.469,1554.469,you like them,true,586
ch33,1552.8875,1555.8875,we had to wait for them to get ripe,true,1533
ch33,1555.0215,1558.0215,do you remember?,true,433
ch33,1555.7365,1558.7365,they're really juicy,true,997
ch33,1557.1695,1560.1695,remember what it's called?,true,741
ch33,1558.6775,1561.6775,begins the ‘p',true,517
ch33,1563.632,1566.632,pl,true,574
ch33,1565.8085,1568.8085,plum,true,299
ch33,1567.066,1570.066,plum,true,566
ch33,1568.2475,1571.2475,we've never had one of these though,true,1293
ch33,1569.426,1572.426,do you know one of these are?,true,1064
ch33,1570.4445,1573.4445,i've had one,true,861
ch33,1572.0865000000001,1575.0865000000001,it's not an apple no,true,1375
ch33,1572.915,1575.915,coz look,true,282
ch33,1573.208,1576.208,it's got,true,304
ch33,1574.481,1577.481,no it's got this funny bit here,true,1300
ch33,1575.387,1578.387,look,true,512
ch33,1577.1670000000001,1580.1670000000001,it hasn't got a stalk like an apple,true,1598
ch33,1579.1895,1582.1895,it's called a pomegranate,true,1315
ch33,1580.541,1583.541,that's funny word isn't it?,true,1018
ch33,1582.1205,1585.1205,and you can't eat it,true,1149
ch33,1582.9155,1585.9155,it's not real,true,441
ch33,1589.6335000000001,1592.6335000000001,lot,true,275
ch33,1590.33,1593.33,you'll like it,true,946
ch33,1592.278,1595.278,because they're tiny tiny lots of tiny tiny little seeds,true,2950
ch33,1595.1725000000001,1598.1725000000001,and they're like a reddy pink,true,1923
ch33,1597.2440000000001,1600.2440000000001,and they're very juicy and yummy,true,1702
ch33,1599.6495,1602.6495,and do you know who whose favourite fruit this is?,true,2817
ch33,1602.3980000000001,1605.3980000000001,grandma's favourite fruit,true,1280
ch33,1603.769,1606.769,she loves this,true,1462
ch33,1606.009,1609.009,maybe in the summer time,true,1022
ch33,1607.0665000000001,1610.0665000000001,do you know it might be good idea,true,1093
ch33,1608.6955,1611.6955,when we go on holiday might be able to find some of these,true,2165
ch33,1610.6935,1613.6935,is that'll be nice and juicy then?,true,1297
ch33,1611.893,1614.893,what's this one?,true,608
ch33,1613.6855,1616.6855,what's that?,true,481
ch33,1615.242,1618.242,what do you think that is <name>?,true,984
ch33,1617.9105,1620.9105,it does look a bit like a radish yeah,true,1683
ch33,1618.9745,1621.9745,but i don't,true,445
ch33,1620.519,1623.519,it's the same colour as a radish isn't it?,true,1686
ch33,1621.983,1624.983,but do you know?,true,1030
ch33,1625.6715,1628.6715,i think this is meant to be a different vegetable,true,2441
ch33,1627.7925,1630.7925,and they've cut it in half,true,1031
ch33,1629.324,1632.324,normally mommy has the white ones,true,2032
ch33,1632.361,1635.361,sometimes we have the red ones,true,2006
ch33,1633.969,1636.969,it's an onion,true,574
ch33,1635.18,1638.18,do you like onions?,true,874
ch33,1637.1975,1640.1975,do you?,true,433
ch33,1639.315,1642.315,what's that one?,true,692
ch33,1641.7060000000001,1644.7060000000001,no it's,true,950
ch33,1642.4605000000001,1645.4605000000001,do you know?,true,357
ch33,1643.135,1646.135,it's not broccoli,true,992
ch33,1644.3565,1647.3565,does look like broccoli doesn't it?,true,1351
ch33,1645.9145,1648.9145,i think it's meant to be parsley,true,1765
ch33,1648.2175,1651.2175,meant to be parsley,true,1179
ch33,1651.611,1654.611,yeah it does sound like parsnip doesn't it?,true,1790
ch33,1656.3220000000001,1659.3220000000001,they don't rhyme no,true,1380
ch33,1657.9895000000001,1660.9895000000001,they sound they start with the same letter don't they?,true,1955
ch33,1659.297,1662.297,both with ‘p',true,660
ch33,1661.3895,1664.3895,‘p' for parsley and ‘p' for ‘p' for parsnip,true,2929
ch33,1664.702,1667.702,pars parsley i thou,true,1482
ch33,1667.9045,1670.9045,we've had that in some of our,true,1047
ch33,1669.2435,1672.2435,actually do you know what,true,1143
ch33,1674.098,1677.098,chopped up,true,736
ch33,1675.787,1678.787,so you'll be able to see what it tastes like,true,2418
ch33,1677.9605000000001,1680.9605000000001,yeah?,true,467
ch33,1678.711,1681.711,<laugh>,true,618
ch33,1679.4175,1682.4175,do you think you'll like it?,true,795
ch33,1683.078,1686.078,and what's this?,true,1038
ch33,1684.169,1687.169,what's that?,true,580
ch33,1688.405,1691.405,it's not a banana,true,1826
ch33,1690.328,1693.328,no it's,true,676
ch33,1691.335,1694.335,are bananas green?,true,1338
ch33,1695.3265000000001,1698.3265000000001,oh,true,465
ch33,1697.357,1700.357,no this is meant to be a leek,true,2578
ch33,1699.334,1702.334,we've had leeks before,true,1206
ch33,1701.2895,1704.2895,do you remember mommy cutting them up?,true,1479
ch33,1702.5755000000001,1705.5755000000001,putting them in the,true,703
ch33,1704.721,1707.721,oh,true,122
ch33,1705.3785,1708.3785,hello mr parsley,true,1193
ch33,1706.2435,1709.2435,how are you?,true,537
ch33,1708.7635,1711.7635,what should we call it?,true,743
ch33,1710.037,1713.037,peter parsley,true,798
ch33,1712.006,1715.006,<laugh>,true,832
ch33,1713.25,1716.25,peter parsley,true,802
ch33,1714.881,1717.881,and this one could be,true,1544
ch33,1717.6390000000001,1720.6390000000001,um,true,470
ch33,1718.4470000000001,1721.4470000000001,lauren the leek,true,814
ch33,1720.9435,1723.9435,and what about this one?,true,745
ch33,1725.6425,1728.6425,that was a plum,true,693
ch33,1730.9285,1733.9285,plum dum okay,true,1035
ch33,1731.669,1734.669,oh,true,218
ch33,1733.1585,1736.1585,it's escaping,true,1259
ch33,1735.5805,1738.5805,and what about what could we di call the sausage?,true,1823
ch33,1736.8575,1739.8575,should we give him a name?,true,731
ch33,1740.2225,1743.2225,sausage dausage?,true,1207
ch33,1741.4405,1744.4405,and what about the onion?,true,813
ch33,1744.6735,1747.6735,onion donion,true,1139
ch33,1745.5915,1748.5915,oh,true,465
ch33,1746.251,1749.251,these are good names,true,854
ch33,1747.777,1750.777,that was a pomegranate,true,1282
ch33,1749.1635,1752.1635,good luck we getting something to run with that one,true,1491
ch33,1752.7565,1755.7565,pony dony,true,663
ch33,1753.596,1756.596,<laugh>,true,976
ch33,1755.4005,1758.4005,that could do yeah,true,1191
ch33,1756.303,1759.303,why not,true,614
ch33,1757.2805,1760.2805,i think that's a good idea,true,1341
ch33,1764.124,1767.124,see if you can see some of them,true,1056
ch33,1765.6860000000001,1768.6860000000001,oh,true,150
ch33,1766.3435,1769.3435,hello mr sausage,true,1165
ch33,1768.376,1771.376,is a sausage a vegetable?,true,1418
ch33,1770.4435,1773.4435,is it?,true,339
ch33,1772.4575,1775.4575,does it grow in the ground or,true,1627
ch33,1774.7615,1777.7615,no,true,1355
ch33,1776.6505,1779.6505,i don't think it's a vegetable is it?,true,1227
ch33,1778.005,1781.005,no,true,764
ch33,1779.6735,1782.6735,it's meat isn't it?,true,1011
ch33,1781.269,1784.269,yeah?,true,626
ch33,1783.3355000000001,1786.3355000000001,are all the rest vegetables?,true,1309
ch33,1786.1000000000001,1789.1000000000001,is this a vegetable?,true,664
ch33,1786.8790000000001,1789.8790000000001,or is it a fruit?,true,894
ch33,1788.4185,1791.4185,it's a fruit,true,603
ch33,1789.1015,1792.1015,that's right,true,763
ch33,1790.832,1793.832,what about this one?,true,850
ch33,1793.1485,1796.1485,what about an onion?,true,679
ch33,1795.505,1798.505,is it a fruit or a vegetable?,true,1282
ch33,1797.054,1800.054,do we we would we find that in the fruit bowl?,true,1816
ch33,1800.1265,1803.1265,no so it must be a vegetable,true,1809
ch33,1813.222,1816.222,what's it called?,true,508
ch33,1813.7485000000001,1816.7485000000001,you remember?,true,545
ch33,1816.441,1819.441,plum,true,316
ch33,1818.5095000000001,1821.5095000000001,<laugh>,true,1899
ch33,1819.9735,1822.9735,there you go,false,885
ch33,1820.8675,1823.8675,wow,false,903
ch33,1824.9065,1827.9065,coz you did,false,339
ch33,1831.77,1834.77,we're to see if we can find some won't we <name>?,false,1824
ch33,1833.4625,1836.4625,when we go to the supermarket next,false,1561
ch33,1859.712,1862.712,the par,false,550
ch33,1861.1005,1864.1005,yeah coz you don't see the parsley have we?,false,2227
ch33,1863.8645000000001,1866.8645000000001,you'd like to find the parsley,false,1471
ch33,1865.3035,1868.3035,and,false,441
ch33,1868.017,1871.017,okay we'll have a look in the in in the supermarket,false,2472
ch33,1869.8665,1872.8665,see if we could find some parsley,false,1227
ch33,1873.1775,1876.1775,okay see we could find those,false,2065
ch33,1893.836,1896.836,what one of those was,false,894
ch33,1896.066,1899.066,out of all,false,572
ch33,1899.9,1902.9,out of all those fruits and vegetables,false,2100
ch33,1903.7555,1906.7555,and the sausage which wasn't a fruit and vegetable,false,2245
ch33,1905.4765,1908.4765,what was your favourite thing?,false,1197
ch33,1906.8665,1909.8665,i know what your favourite one is to eat,false,1583
ch33,1908.382,1911.382,which one do you like to eat the most?,false,1448
ch33,1911.6490000000001,1914.6490000000001,yeah you do,false,980
ch33,1913.1445,1916.1445,what do you always ask for for dinner?,false,2011
ch33,1916.885,1919.885,sausage,false,1084
ch33,1918.654,1921.654,that that's definitely your favourite isn't it?,false,2454
ch33,1921.4950000000001,1924.4950000000001,yeah they're yummy aren't they?,false,2512
ch33,1926.141,1929.141,and who else like sausages?,false,1538
ch33,1929.0995,1932.0995,did daddy?,false,733
ch33,1930.202,1933.202,yeah,false,398
ch33,1931.153,1934.153,anyone else?,false,898
ch33,1934.0215,1937.0215,yeah don't mind,false,857
ch33,1934.875,1937.875,quite like them,false,658
ch33,1935.797,1938.797,they're okay,false,610
ch33,1940.413,1943.413,thinking of somebody else who really likes,false,1454
ch33,1942.0025,1945.0025,so whose is it in a really silly voice?,false,1725
ch33,1945.406,1948.406,gramps what does he say?,false,1236
ch33,1948.472,1951.472,<laugh>,false,380
ch33,1949.126,1952.126,sausages,false,928
ch33,1952.0595,1955.0595,mmm,false,269
ch33,1952.6075,1955.6075,sausages,false,827
ch33,1953.4985000000001,1956.4985000000001,he's silly isn't he?,false,955
ch33,1955.3735000000001,1958.3735000000001,yeah really silly,false,1361
ch33,1956.9425,1959.9425,and what about,false,1187
ch33,1957.8235,1960.8235,um,false,465
ch33,1961.0545,1964.0545,what about the german sausages that you like?,false,1983
ch33,1965.626,1968.626,who likes who likes the german sausages?,false,2188
ch33,1967.5945000000002,1970.5945000000002,where did who has german sausages?,false,1749
ch33,1970.4815,1973.4815,and who else?,false,947
ch33,1971.5215,1974.5215,who lives in germany?,false,913
ch33,1978.219,1981.219,<name> yeah,false,1238
ch33,1979.376,1982.376,your cousin,false,726
ch33,1982.295,1985.295,yeah and who else?,false,1166
ch33,1984.8625,1987.8625,yeah,false,1627
ch33,1986.7385,1989.7385,that's why we have german sausages sometimes,false,1989
ch34,2.341,5.341,is a,true,540
ch34,3.1465,6.1465000000000005,what's that?,true,457
ch34,5.601,8.601,a hammer,true,762
ch34,8.47,11.47,a kettle,true,724
ch34,10.3215,13.3215,a pan,true,999
ch34,12.911,15.911,um,true,742
ch34,14.5655,17.5655,that's an interesting one,true,1039
ch34,16.119,19.119,what's this one?,true,540
ch34,20.5,23.5,yeah,true,500
ch34,22.019000000000002,25.019000000000002,so you can pump up a balloon with it couldn't you?,true,2470
ch34,24.305,27.305,you feel the,true,570
ch34,24.9825,27.9825,<laugh>,true,703
ch34,26.365000000000002,29.365000000000002,you feel the air?,true,780
ch34,27.517,30.517,what's this one?,true,600
ch34,30.811,33.811,em,true,566
ch34,37.7755,40.7755,um,true,499
ch34,38.945,41.945,i don't know why it's called a prism,true,1638
ch34,40.6935,43.6935,but what do you notice about it?,true,1427
ch34,45.0685,48.0685,yeah it looks it's got,true,995
ch34,45.768,48.768,um,true,404
ch34,47.702,50.702,reflections in it hasn't it?,true,1364
ch34,51.054500000000004,54.054500000000004,also i can see rainbows in it,true,1693
ch34,52.9155,55.9155,if you look in it can you see,true,1199
ch34,55.6345,58.6345,you see rainbows,true,795
ch34,57.824,60.824,what if i move it a bit,true,878
ch34,60.871500000000005,63.871500000000005,yeah?,true,347
ch34,61.574,64.574,it's cool,true,454
ch34,63.921,66.921,what are you doing with the hammer?,true,816
ch34,66.2485,69.2485,oh,true,119
ch34,66.8495,69.8495,you gonna do some pumping,true,1083
ch34,70.02850000000001,73.02850000000001,ah,true,451
ch34,71.5405,74.54050000000001,<laugh>,true,653
ch34,75.607,78.607,that's quite cool let air on me,true,1464
ch34,76.56400000000001,79.56400000000001,thank you,true,450
ch34,77.31400000000001,80.31400000000001,it's cooling me down,true,1050
ch34,81.3085,84.3085,do you want me to pump,true,1013
ch34,82.52850000000001,85.52850000000001,use the pump on you,true,815
ch34,83.1135,86.1135,ready?,true,355
ch34,84.048,87.048,three two one,true,652
ch34,84.6995,87.6995,<noise>,true,531
ch34,90.7245,93.7245,op,true,229
ch34,91.6375,94.6375,oh,true,137
ch34,92.3405,95.3405,can i have a cup of tea please?,true,1269
ch34,97.20400000000001,100.20400000000001,yeah put the kettle on for me,true,1110
ch34,99.40350000000001,102.40350000000001,it's been a long hard day hasn't it?,true,1407
ch34,107.179,110.179,i like the way you're making kettle noises,true,2028
ch34,109.95700000000001,112.95700000000001,while the kettle boils,true,1100
ch34,114.3095,117.3095,should we ladle,true,629
ch34,116.3805,119.3805,is this the ladle?,true,1005
ch34,117.322,120.322,yeah,true,332
ch34,118.7015,121.7015,should we ladle something into the kettle?,true,2427
ch34,121.3185,124.3185,oh,true,315
ch34,123.764,126.764,you're not putting boiling hot water in the pump are you?,true,2764
ch34,128.0755,131.0755,oh,true,393
ch34,128.874,131.874,very hot balloons,true,1204
ch34,130.967,133.967,if we put water in balloons what would happen?,true,2058
ch34,134.69,137.69,they might burst mightn't they,true,1278
ch34,135.984,138.984,deba depends how much we put in,true,1310
ch34,142.0885,145.0885,can i ladle something into this pan?,true,1973
ch34,149.4155,152.4155,okay,true,519
ch34,153.369,156.369,you gonna put some water into our pan for our cooking,true,2718
ch34,155.3525,158.3525,what should we make?,true,735
ch34,157.4205,160.4205,just pull,true,461
ch34,160.9075,163.9075,what should we make?,true,717
ch34,164.0195,167.0195,soup,true,621
ch34,164.8175,167.8175,nice,true,629
ch34,168.7175,171.7175,shall i hammer the carrots?,true,1323
ch34,172.872,175.872,do you hammer carrots?,true,1032
ch34,177.542,180.542,to smash,true,490
ch34,179.079,182.079,okay so we having smashed carrots in our soup,true,2318
ch34,182.534,185.534,okay,true,424
ch34,188.5965,191.5965,so put the prism in,true,1223
ch34,190.488,193.488,okay,true,454
ch34,191.5375,194.5375,we will have rainbow soup,true,1321
ch34,225.54500000000002,228.54500000000002,okay,true,402
ch34,226.35,229.35,go on then get some water,true,1132
ch34,257.174,260.174,what was that glass one called?,false,1650
ch34,258.6085,261.6085,you remember?,false,493
ch34,261.50350000000003,264.50350000000003,the one the red with the rainbow lights in the triangle,false,2425
ch34,264.44100000000003,267.44100000000003,it's called a prism wasn't it?,false,1100
ch34,267.07,270.07,prism it's a funny word,false,1632
ch34,268.621,271.621,can you say it?,false,532
ch34,271.5425,274.5425,we need a prism?,false,945
ch34,272.8375,275.83750000000003,what would we use it for?,false,1091
ch34,276.18,279.18,looking at light differently maybe pictures,false,2650
ch34,278.2455,281.2455,yeah?,false,347
ch34,279.2035,282.2035,hm,false,411
ch34,280.5855,283.5855,and what was the what did we smash the carrots with?,false,2353
ch34,284.711,287.711,and where were we cooking the soup?,false,2662
ch34,287.575,290.575,in the pan,false,802
ch34,289.8175,292.8175,and how did we get the water into the kettle,false,2907
ch34,296.81850000000003,299.81850000000003,we took the lid off,false,731
ch34,298.31600000000003,301.31600000000003,and what did we get what was that thing called that we were using?,false,2264
ch34,302.153,305.153,<noise>,false,326
ch34,304.091,307.091,<noise>,false,230
ch34,307.802,310.802,the balloony thing,false,966
ch34,308.733,311.733,what was that called?,false,896
ch34,309.597,312.597,was it a pump?,false,710
ch34,311.18,314.18,yeah,false,338
ch34,312.065,315.065,um,false,654
ch34,313.1445,316.1445,and then,false,805
ch34,319.26550000000003,322.26550000000003,what we using to eat with,false,1375
ch34,322.1385,325.1385,it look like a spoon,false,1119
ch34,323.20300000000003,326.20300000000003,but it wasn't called a spoon,false,1010
ch34,324.333,327.333,it's called a ladle,false,1250
ch34,331.5885,334.5885,it's like when you're serving up soup,false,1757
ch34,333.466,336.466,like mommy's got la ladles over there,false,1998
ch34,348.074,351.074,um,false,274
ch34,354.7945,357.7945,and then putting it into the bowl,false,1159
ch34,356.024,359.024,that's what we use a ladle,false,1300
ch34,361.2905,364.2905,which was your favourite one?,false,1019
ch34,363.402,366.402,to play with,false,630
ch34,365.634,368.634,the kettle,false,544
ch34,367.1265,370.1265,should we pretend we've got a kettle now?,false,1633
ch34,368.809,371.809,go on then,false,404
ch34,373.7,376.7,getting the water into the kettle,false,1486
ch34,375.862,378.862,put the lid back on,false,860
ch34,378.47450000000003,381.47450000000003,okay,false,449
ch34,379.529,382.529,are you gonna boil the kettle now?,false,1282
ch34,382.4485,385.4485,can you make that boiling noise again?,false,1405
ch34,383.45550000000003,386.45550000000003,i liked it,false,609
ch34,388.6195,391.6195,<laugh>,false,303
ch34,389.71250000000003,392.71250000000003,did know how to make a boiling noise,false,1711
ch34,399.897,402.897,so the kettle was the favourite,false,1186
ch34,401.241,404.241,what was the next one you like playing with?,false,1502
ch34,420.132,423.132,it would make a lot of mess if we did that wouldn't we,false,1966
ch34,424.057,427.057,it'd be a noisy way to make smash carrots,false,2292
ch34,437.99,440.99,no,false,834
ch34,440.2795,443.2795,not in real life just in pretend,false,2081
ch34,457.9695,460.9695,what would <name> do if we had hammers?,false,1971
ch34,462.4825,465.4825,he would smash everything with a hammer wouldn't he?,false,1817
ch34,464.1725,467.1725,and then he'd say catch catch,false,1563
ch34,465.4405,468.4405,and he throw the hammer,false,973
ch34,469.3165,472.3165,i liked the pump,false,1027
ch34,471.551,474.551,it reminded me of daddy's bike pump,false,1904
ch34,477.01050000000004,480.01050000000004,would you like the big one that we've got?,false,1535
ch34,488.235,491.235,you been a wriggle monster,false,1210
ch34,489.5855,492.5855,so prism,false,1491
ch34,493.147,496.147,prism prism pri we talked about the pr which one was the prism again?,false,2934
ch34,498.56,501.56,isn't it the one that you could see the rainbows in?,false,2146
ch34,506.50600000000003,509.50600000000003,oh,true,694
ch34,507.6085,510.6085,that's cute isn't it?,true,1121
ch34,514.8225,517.8225,flamingo or an ostrich?,true,1825
ch34,534.669,537.669,what would you like to play with these?,true,1340
ch34,541.8835,544.8835,which ones are doggy?,true,847
ch34,543.9435,546.9435,that one dog,true,905
ch34,548.3305,551.3305,do you know what that one is?,true,1579
ch34,549.8735,552.8735,it is a type of lizard,true,1307
ch34,551.1905,554.1905,it's called an iguana,true,1203
ch34,554.96,557.96,can you say iguana?,true,1012
ch34,557.6705000000001,560.6705000000001,try,true,441
ch34,559.8585,562.8585,iguana,true,841
ch34,562.365,565.365,iguana,true,854
ch34,565.2505,568.2505,how many toeses that iguana got,true,1607
ch34,569.6975,572.6975,two,true,305
ch34,571.146,574.146,three,true,598
ch34,572.0895,575.0895,four,true,509
ch34,573.2685,576.2685,four,true,749
ch34,575.4335,578.4335,five,true,767
ch34,577.213,580.213,on each on each foot or paw,true,1964
ch34,579.9715,582.9715,i don't know what you call it a paw claw?,true,1989
ch34,582.932,585.932,one two three four five,true,1774
ch34,585.1345,588.1345,do you remember when went to the zoo and we saw the komodo dragon?,true,2631
ch34,588.791,591.791,that's a iguana anyway,true,1270
ch34,592.394,595.394,this was your favourite at the zoo though,true,1630
ch34,594.696,597.696,what's this one?,true,588
ch34,597.1515,600.1515,we didn't get to see any of these,true,1565
ch34,599.163,602.163,what's this one?,true,614
ch34,601.6125000000001,604.6125000000001,we didn't get to see this one either,true,1545
ch34,603.6735,606.6735,what's this one?,true,573
ch34,606.174,609.174,ostrich,true,820
ch34,608.138,611.138,ostrich,true,758
ch34,610.0545,613.0545,hello,true,795
ch34,613.898,616.898,what is who doing today?,true,1266
ch34,616.0475,619.0475,me the ostrich?,true,1143
ch34,617.4315,620.4315,i'm just,true,549
ch34,618.15,621.15,em,true,524
ch34,623.8275,626.8275,have you met my friend koala?,true,1531
ch34,625.7365,628.7365,this is my friend koala,true,1177
ch34,626.837,629.837,he likes cuddles,true,1024
ch34,628.0635,631.0635,oh,true,235
ch34,628.816,631.816,i'm gonna give you a big cuddle,true,1270
ch34,630.285,633.285,whoa,true,1018
ch34,631.591,634.591,gonna give you a big cuddle,true,1178
ch34,632.726,635.726,whoa,true,712
ch34,635.5365,638.5365,whoa,true,359
ch34,635.9715,638.9715,big cuddle,true,511
ch34,638.6145,641.6145,i love you so much,true,1545
ch34,640.234,643.234,but we've only just met,true,1030
ch34,642.034,645.034,koala,true,522
ch34,644.763,647.763,hi,true,530
ch34,647.2565,650.2565,which who's your fr who's this?,true,1381
ch34,650.0365,653.0365,iguana,true,735
ch34,652.4025,655.4025,you said try again iguana,true,1459
ch34,656.1030000000001,659.1030000000001,iguana perfect,true,1340
ch34,657.717,660.717,oh,true,306
ch34,658.543,661.543,it's nice to meet you iguana,true,1264
ch34,659.6835,662.6835,i'm a koala,true,1017
ch34,661.514,664.514,our noun our f names sound the same,true,2316
ch34,663.491,666.491,or similar,true,552
ch34,664.668,667.668,iguana koala,true,1136
ch34,667.5055,670.5055,we having a kiss <noise>,true,879
ch34,670.0355000000001,673.0355000000001,what should we do now,true,815
ch34,673.0155,676.0155,have a cuddle,true,615
ch34,673.8945,676.8945,i love to give cuddles,true,1143
ch34,674.9300000000001,677.9300000000001,it's my favourite,true,928
ch34,675.79,678.79,<noise>,true,652
ch34,677.057,680.057,<noise>,true,696
ch34,679.4805,682.4805,<noise>,true,2783
ch34,693.7705,696.7705,oh,true,209
ch34,694.2935,697.2935,it's a family,true,837
ch34,698.422,701.422,uncle,true,648
ch34,699.7620000000001,702.7620000000001,what about the ostrich,true,1300
ch34,702.794,705.794,auntie,true,606
ch34,703.319,706.319,okay,true,444
ch34,704.232,707.232,auntie ostrich,true,1246
ch34,705.9255,708.9255,um,true,465
ch34,706.429,709.429,what was this one,true,542
ch34,707.394,710.394,sister koala,true,1388
ch34,709.489,712.489,daddy iguana,true,964
ch34,711.4175,714.4175,okay,true,401
ch34,716.74,719.74,okay,true,328
ch34,721.0575,724.0575,the uncle you said,true,1257
ch34,722.506,725.506,okay and what are they all doing?,true,1370
ch34,728.9345000000001,731.9345000000001,the,true,107
ch34,729.488,732.488,baby's birthday,true,1000
ch34,730.3335000000001,733.3335000000001,oh,true,499
ch34,731.183,734.183,how old are they today?,true,1200
ch34,733.5565,736.5565,woof woof,true,497
ch34,734.5185,737.5185,how old are you today baby?,true,1427
ch34,736.8385000000001,739.8385000000001,pardon?,true,351
ch34,744.039,747.039,bye bye elephant,true,1338
ch34,747.38,750.38,good bye ostrich,true,1420
ch34,750.894,753.894,good bye giraffe,true,1080
ch34,752.125,755.125,good bye dog,true,1222
ch34,753.6065,756.6065,good bye,true,671
ch34,756.3715,759.3715,iguana,true,779
ch34,757.9615,760.9615,iguana,true,661
ch34,760.069,763.069,and good bye k,true,2114
ch34,763.8535,766.8535,koala,true,583
ch34,769.9905,772.9905,they were just about to go to the party,false,1483
ch34,772.0260000000001,775.0260000000001,should we just have a party we can do pretend party anyway,false,2588
ch34,774.7435,777.7435,okay how old's the baby?,false,1121
ch34,777.2710000000001,780.2710000000001,<laugh>,false,966
ch34,779.034,782.034,how old's the baby,false,1020
ch34,783.722,786.722,how old was the baby doggy?,false,1402
ch34,785.9325,788.9325,woof woof,false,631
ch34,786.59,789.59,how old,false,622
ch34,787.7810000000001,790.7810000000001,one two three or,false,918
ch34,788.812,791.812,four today,false,976
ch34,790.7435,793.7435,you're gonna be four on your next birthday aren't you?,false,2113
ch34,793.7810000000001,796.7810000000001,and the koala uncle no,false,2296
ch34,795.4975000000001,798.4975000000001,what was koala?,false,877
ch34,797.3335000000001,800.3335000000001,it was sister,false,1033
ch34,801.142,804.142,auntie,false,590
ch34,801.6715,804.6715,oh,false,131
ch34,802.216,805.216,that's the new role,false,958
ch34,803.298,806.298,it was the sister before,false,1132
ch34,804.9685000000001,807.9685000000001,so the koala,false,1163
ch34,806.7810000000001,809.7810000000001,what did the koala get the doggy for their birthday?,false,2462
ch34,813.2895,816.2895,a doggy whistle excellent,false,2251
ch34,815.3015,818.3015,what a good idea,false,951
ch34,822.7645,825.7645,a dress good,false,1253
ch34,823.7575,826.7575,and what el,false,443
ch34,827.6475,830.6475,okay,false,551
ch34,829.1665,832.1665,and what did mommy get for the birthday?,false,2369
ch34,834.9225,837.9225,an elephant toy?,false,1079
ch34,836.3025,839.3025,this was the elephant toy here wasn't it?,false,1681
ch34,838.7355,841.7355,you said that was the uncle at the time,false,1651
